inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-001737,MPLAD-WRK-001382,2023-10-10,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001737.jpg,True
INSP-DEMO-001738,MPLAD-WRK-001383,2023-09-09,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001738.jpg,True
INSP-DEMO-001739,MPLAD-WRK-001383,2023-11-03,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001739.jpg,True
INSP-DEMO-001740,MPLAD-WRK-001384,2022-12-07,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001740.jpg,True
INSP-DEMO-001741,MPLAD-WRK-001385,2023-07-13,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001741.jpg,True
INSP-DEMO-001742,MPLAD-WRK-001385,2023-09-03,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001742.jpg,True
INSP-DEMO-001743,MPLAD-WRK-001386,2024-06-09,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001743.jpg,True
INSP-DEMO-001744,MPLAD-WRK-001389,2025-01-27,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001744.jpg,True
INSP-DEMO-001745,MPLAD-WRK-001390,2022-11-27,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001745.jpg,True
INSP-DEMO-001746,MPLAD-WRK-001391,2023-03-20,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001746.jpg,True
INSP-DEMO-001748,MPLAD-WRK-001393,2023-11-01,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-12-01,inspections/insp_demo_001748.jpg,True
INSP-DEMO-001749,MPLAD-WRK-001394,2023-05-18,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001749.jpg,True
INSP-DEMO-001750,MPLAD-WRK-001395,2023-05-11,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001750.jpg,True
INSP-DEMO-001751,MPLAD-WRK-001396,2025-02-20,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001751.jpg,True
INSP-DEMO-001752,MPLAD-WRK-001397,2023-07-09,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001752.jpg,True
INSP-DEMO-001753,MPLAD-WRK-001397,2023-09-08,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001753.jpg,True
INSP-DEMO-001754,MPLAD-WRK-001398,2025-03-21,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001754.jpg,True
INSP-DEMO-001755,MPLAD-WRK-001398,2025-05-04,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001755.jpg,True
INSP-DEMO-001756,MPLAD-WRK-001400,2023-05-03,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001756.jpg,True
INSP-DEMO-001757,MPLAD-WRK-001400,2023-07-04,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001757.jpg,True
INSP-DEMO-001758,MPLAD-WRK-001400,2023-08-27,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001758.jpg,True
INSP-DEMO-001759,MPLAD-WRK-001401,2023-07-28,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001759.jpg,True
INSP-DEMO-001761,MPLAD-WRK-001404,2023-09-29,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001761.jpg,True
INSP-DEMO-001762,MPLAD-WRK-001404,2023-11-09,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001762.jpg,True
INSP-DEMO-001763,MPLAD-WRK-001404,2024-01-17,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001763.jpg,True
INSP-DEMO-001764,MPLAD-WRK-001405,2023-09-19,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001764.jpg,True
INSP-DEMO-001765,MPLAD-WRK-001406,2024-12-19,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001765.jpg,True
INSP-DEMO-001766,MPLAD-WRK-001407,2024-04-25,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001766.jpg,True
INSP-DEMO-001767,MPLAD-WRK-001407,2024-06-30,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001767.jpg,True
INSP-DEMO-001768,MPLAD-WRK-001407,2024-08-26,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001768.jpg,True
INSP-DEMO-001769,MPLAD-WRK-001408,2023-12-07,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001769.jpg,True
INSP-DEMO-001770,MPLAD-WRK-001409,2023-06-30,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001770.jpg,True
INSP-DEMO-001771,MPLAD-WRK-001410,2025-02-26,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001771.jpg,True
INSP-DEMO-001772,MPLAD-WRK-001410,2025-05-11,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001772.jpg,True
INSP-DEMO-001773,MPLAD-WRK-001410,2025-07-07,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001773.jpg,True
INSP-DEMO-001774,MPLAD-WRK-001411,2022-12-15,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001774.jpg,True
INSP-DEMO-001776,MPLAD-WRK-001414,2022-12-22,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001776.jpg,True
INSP-DEMO-001777,MPLAD-WRK-001415,2024-10-08,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001777.jpg,True
INSP-DEMO-001778,MPLAD-WRK-001415,2024-11-12,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001778.jpg,True
INSP-DEMO-001779,MPLAD-WRK-001415,2025-01-14,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001779.jpg,True
INSP-DEMO-001780,MPLAD-WRK-001417,2024-06-02,Sub-Divisional Officer (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2024-07-02,inspections/insp_demo_001780.jpg,True
INSP-DEMO-001781,MPLAD-WRK-001418,2025-02-19,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001781.jpg,True
INSP-DEMO-001782,MPLAD-WRK-001419,2023-09-23,Executive Engineer - PWD (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001782.jpg,True
INSP-DEMO-001783,MPLAD-WRK-001419,2023-11-13,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001783.jpg,True
INSP-DEMO-001784,MPLAD-WRK-001420,2024-12-30,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2025-01-29,inspections/insp_demo_001784.jpg,True
INSP-DEMO-001785,MPLAD-WRK-001421,2023-05-22,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001785.jpg,True
INSP-DEMO-001786,MPLAD-WRK-001421,2023-07-25,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001786.jpg,True
INSP-DEMO-001787,MPLAD-WRK-001422,2023-02-21,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001787.jpg,True
INSP-DEMO-001788,MPLAD-WRK-001423,2024-04-12,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001788.jpg,True
INSP-DEMO-001789,MPLAD-WRK-001423,2024-06-05,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001789.jpg,True
INSP-DEMO-001790,MPLAD-WRK-001424,2024-07-18,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001790.jpg,True
INSP-DEMO-001791,MPLAD-WRK-001424,2024-08-25,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001791.jpg,True
INSP-DEMO-001792,MPLAD-WRK-001424,2024-11-03,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001792.jpg,True
INSP-DEMO-001793,MPLAD-WRK-001425,2024-02-12,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001793.jpg,True
INSP-DEMO-001794,MPLAD-WRK-001426,2023-11-08,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001794.jpg,True
INSP-DEMO-001795,MPLAD-WRK-001427,2024-08-27,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001795.jpg,True
INSP-DEMO-001796,MPLAD-WRK-001429,2024-05-25,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001796.jpg,True
INSP-DEMO-001797,MPLAD-WRK-001429,2024-08-06,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001797.jpg,True
INSP-DEMO-001798,MPLAD-WRK-001429,2024-09-29,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001798.jpg,True
INSP-DEMO-001799,MPLAD-WRK-001431,2023-01-12,Independent Quality Assessor (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-02-11,inspections/insp_demo_001799.jpg,True
INSP-DEMO-001800,MPLAD-WRK-001433,2022-09-27,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001800.jpg,True
INSP-DEMO-001801,MPLAD-WRK-001434,2024-05-27,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001801.jpg,True
INSP-DEMO-001802,MPLAD-WRK-001434,2024-07-29,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001802.jpg,True
INSP-DEMO-001803,MPLAD-WRK-001434,2024-09-12,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001803.jpg,True
INSP-DEMO-001804,MPLAD-WRK-001435,2023-07-19,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001804.jpg,True
INSP-DEMO-001805,MPLAD-WRK-001435,2023-09-29,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001805.jpg,True
INSP-DEMO-001806,MPLAD-WRK-001435,2023-11-26,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001806.jpg,True
INSP-DEMO-001807,MPLAD-WRK-001436,2022-10-02,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001807.jpg,True
INSP-DEMO-001808,MPLAD-WRK-001437,2022-12-12,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001808.jpg,True
