work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-002267,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Vaijapur Sector-14,Health & Sanitation,AGY-SYNTH-0147,Aurangabad State Renewable Energy Development Corp (Demo) Unit-2,In Progress,1560069.49,1498390.48,480771.2,435796.36,32.8,2023-11-04,2023-11-22,2023-12-26,2024-01-11,2024-09-11,,19.817336,75.311295,False,,,,True
MPLAD-WRK-002268,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Jorasanko Sector-7,"Roads, Pathways & Bridges",AGY-SYNTH-0143,Kolkata Municipal Engineering Cell (Demo) Unit-3,Completed,911594.98,873854.76,873854.76,855882.08,100.0,2022-08-27,2022-10-20,2022-12-03,2022-12-16,2023-11-14,2023-11-12,22.525813,88.321126,False,,,,True
MPLAD-WRK-002269,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Dibrugarh East Sector-14,"Roads, Pathways & Bridges",AGY-SYNTH-0077,Dibrugarh Zilla Parishad Engineering Division (Demo) Unit-2,Completed,934046.73,919398.88,919398.88,894438.96,100.0,2024-08-01,2024-09-27,2024-10-09,2024-11-08,2025-10-18,2025-12-12,27.459076,94.981654,False,,,,True
MPLAD-WRK-002270,Gujarat,Vadodara,Vadodara Parliamentary Constituency,MP-LOK-DEMO-028,Lok Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Vadodara City Sector-5,Sports & Youth Development,AGY-SYNTH-0202,Vadodara State Renewable Energy Development Corp (Demo) Unit-2,Completed,3720161.21,3697315.21,3697315.21,3675381.53,100.0,2022-08-05,2022-09-01,2022-09-16,2022-09-30,2023-05-03,2023-06-28,22.250524,73.245418,False,,,,True
MPLAD-WRK-002271,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Development of Playground with Fencing and Floodlights at Ghatampur Sector-5,Sports & Youth Development,AGY-SYNTH-0177,Kanpur Nagar Zilla Parishad Engineering Division (Demo) Unit-2,Completed,1316511.71,1298816.11,1298816.11,1289888.08,100.0,2024-10-12,2024-10-30,2024-12-02,2024-12-19,2025-06-05,2025-07-20,26.444589,80.266004,False,,,,True
MPLAD-WRK-002272,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Kheragarh Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0182,Agra State Sports Infrastructure Authority (Demo) Unit-2,Work Order Issued,3539512.89,3528919.33,529337.9,264668.95,0.0,2024-02-01,2024-03-03,2024-03-23,2024-04-16,2025-02-05,,27.120384,78.07817,False,,,,True
MPLAD-WRK-002273,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Charminar Sector-1,Sports & Youth Development,AGY-SYNTH-0107,Hyderabad State Renewable Energy Development Corp (Demo) Unit-2,In Progress,932619.07,905148.65,218019.45,193382.09,23.9,2022-06-13,2022-07-12,2022-08-14,2022-09-05,2023-03-30,,17.390695,78.44346,False,,,,True
MPLAD-WRK-002274,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Danapur Sector-1,Drinking Water,AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,443773.15,438778.19,324249.65,303836.04,67.0,2024-08-24,2024-10-16,2024-11-02,2024-11-16,2025-03-18,,25.603317,85.174413,False,,,,True
MPLAD-WRK-002275,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Bhiwandi Sector-10,Education Infrastructure,AGY-SYNTH-0240,Thane Water Supply & Sanitation Board (Demo) Unit-5,Completed,2800515.22,2849222.1,2849222.1,2845364.99,100.0,2022-08-19,2022-10-01,2022-10-27,2022-11-11,2023-09-07,2023-10-09,19.227242,72.954623,False,,,,True
MPLAD-WRK-002276,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Matigara Sector-10,Sports & Youth Development,AGY-SYNTH-0139,Darjeeling Public Works Dept (Demo) Unit-4,Recommended,589124.6,0.0,0.0,0.0,0.0,2024-09-12,,,,,,27.065386,88.230435,False,,,,True
MPLAD-WRK-002277,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Salem North Sector-14,Community Infrastructure & Halls,AGY-SYNTH-0220,Salem State Sports Infrastructure Authority (Demo) Unit-5,Completed,3039724.6,3090681.98,3090681.98,3077428.37,100.0,2024-08-17,2024-10-01,2024-11-09,2024-11-30,2025-07-26,2025-07-23,11.737824,78.143764,False,,,,True
MPLAD-WRK-002278,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Igatpuri Sector-12,Education Infrastructure,AGY-SYNTH-0102,Nashik Rural Development Agency (Demo) Unit-2,Completed,6000000,5786200.56,5786200.56,5659383.35,100.0,2023-10-16,2023-12-12,2024-01-19,2024-02-17,2024-10-26,2024-12-13,19.971137,73.743045,False,,,,True
MPLAD-WRK-002279,Bihar,Muzaffarpur,Muzaffarpur Parliamentary Constituency,MP-RAJ-DEMO-042,Rajya Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Muzaffarpur East Sector-5,Sports & Youth Development,AGY-SYNTH-0259,Muzaffarpur Public Works Dept (Demo) Unit-4,Completed,1089715.59,1047760.56,1047760.56,1024271.42,100.0,2022-07-07,2022-09-02,2022-10-09,2022-11-01,2023-06-30,2023-07-31,26.103366,85.35958,False,,,,True
MPLAD-WRK-002280,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Sewapuri Sector-9,"Roads, Pathways & Bridges",AGY-SYNTH-0175,Varanasi Water Supply & Sanitation Board (Demo) Unit-5,Completed,2252749.43,2277705.97,2277705.97,2225097.13,100.0,2022-12-12,2023-02-10,2023-02-27,2023-03-15,2024-01-24,2024-02-07,25.282759,82.997634,False,,,,True
MPLAD-WRK-002281,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Shyampukur Sector-6,"Roads, Pathways & Bridges",AGY-SYNTH-0029,Kolkata Zilla Parishad Engineering Division (Demo) Unit-4,Completed,3378219.74,3441606.08,3441606.08,3390157.69,100.0,2024-03-31,2024-05-20,2024-06-14,2024-07-13,2025-05-27,2025-06-17,22.635016,88.418324,False,,,,True
MPLAD-WRK-002282,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Velachery Sector-1,Drinking Water,AGY-SYNTH-0004,Chennai Water Supply & Sanitation Board (Demo) Unit-4,Completed,501736.29,500914.89,500914.89,498291.77,100.0,2024-02-16,2024-04-03,2024-05-13,2024-05-29,2024-08-27,2024-08-30,13.152303,80.279471,False,,,,True
MPLAD-WRK-002283,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Paliganj Sector-13,Renewable & Solar Energy,AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,1377019.96,1360482.89,994456.93,886728.43,70.6,2022-08-22,2022-10-16,2022-11-01,2022-11-28,2023-02-25,,25.540742,85.163882,False,,,,True
MPLAD-WRK-002284,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Sanwer Sector-10 to Rau Village-24,Drinking Water,AGY-SYNTH-0046,Indore Water Supply & Sanitation Board (Demo) Unit-1,Completed,468233.38,473048.56,473048.56,471675.96,100.0,2023-07-08,2023-08-30,2023-09-12,2023-09-30,2024-01-10,2024-01-25,22.679406,75.799665,False,,,,True
MPLAD-WRK-002285,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Kheragarh Sector-12 to Agra North Village-24",Irrigation & Flood Control,AGY-SYNTH-0178,Agra Water Supply & Sanitation Board (Demo) Unit-3,Completed,2084272.14,1981347.01,1981347.01,1936973.36,100.0,2024-07-18,2024-08-06,2024-09-09,2024-09-29,2025-05-31,2025-06-17,27.135483,78.029783,False,,,,True
MPLAD-WRK-002286,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Athagarh Sector-6,Drinking Water,AGY-SYNTH-0230,Cuttack Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,582536.79,583241.77,395671.08,387715.95,71.8,2023-03-06,2023-04-30,2023-05-30,2023-06-17,2023-10-21,,20.528479,85.920516,False,,,,True
MPLAD-WRK-002287,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Shyampukur Sector-12,Education Infrastructure,AGY-SYNTH-0032,Kolkata Public Works Dept (Demo) Unit-2,Completed,2349192.09,2315989.61,2315989.61,2266820.0,100.0,2022-07-21,2022-08-14,2022-08-24,2022-09-19,2023-04-07,2023-05-08,22.576685,88.366684,False,,,,True
MPLAD-WRK-002288,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Shirur Sector-5,Community Infrastructure & Halls,AGY-SYNTH-0030,Pune Rural Development Agency (Demo) Unit-5,In Progress,1487488.1,1486973.28,940208.14,822076.9,54.5,2025-01-06,2025-02-21,2025-03-14,2025-03-25,2026-02-18,,18.556078,73.866682,False,,,,True
MPLAD-WRK-002289,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Allahabad North Sector-6,Renewable & Solar Energy,AGY-SYNTH-0153,Prayagraj Rural Development Agency (Demo) Unit-3,In Progress,1301329.79,1295353.43,689588.89,638170.26,54.3,2022-07-13,2022-09-09,2022-10-11,2022-11-01,2023-01-02,,25.508495,81.884351,False,,,,True
MPLAD-WRK-002290,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Sinnar Sector-4,Irrigation & Flood Control,AGY-SYNTH-0157,Nashik State Renewable Energy Development Corp (Demo) Unit-2,In Progress,2273962.14,2279508.85,455901.77,413518.45,23.2,2024-12-24,2025-02-12,2025-03-01,2025-03-12,2025-12-15,,19.925483,73.745044,False,,,,True
MPLAD-WRK-002291,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Sankari Sector-10,Community Infrastructure & Halls,AGY-SYNTH-0236,Salem Rural Development Agency (Demo) Unit-1,Stalled,2430166.66,2381064.45,754243.22,603394.58,15.7,2024-02-07,2024-03-06,2024-03-30,2024-04-26,2024-12-31,,11.605332,78.140633,False,,,,True
MPLAD-WRK-002292,Andhra Pradesh,Krishna,Machilipatnam Parliamentary Constituency,MP-LOK-DEMO-052,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Pamarru Sector-8,Sports & Youth Development,AGY-SYNTH-0123,Krishna State Sports Infrastructure Authority (Demo) Unit-3,In Progress,423013.36,411086.3,261990.01,231834.51,67.1,2024-05-29,2024-07-14,2024-08-09,2024-08-20,2025-05-05,,16.207304,81.092444,False,,,,True
MPLAD-WRK-002293,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Salepur Sector-9,Irrigation & Flood Control,AGY-SYNTH-0099,Cuttack Zilla Parishad Engineering Division (Demo) Unit-4,Completed,1137131.02,1148503.97,1148503.97,1132271.97,100.0,2024-10-22,2024-11-24,2025-01-03,2025-01-20,2025-10-01,2025-11-08,20.445376,85.923057,False,,,,True
MPLAD-WRK-002294,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Installation of Solar Water Pumping System for Community Agriculture at Chikkodi Sector-14,Renewable & Solar Energy,AGY-SYNTH-0215,Belagavi Zilla Parishad Engineering Division (Demo) Unit-5,Work Order Issued,1542351.21,1536590.35,230488.55,115244.27,0.0,2023-03-13,2023-05-10,2023-06-18,2023-07-18,2023-12-02,,15.780352,74.522778,False,,,,True
MPLAD-WRK-002295,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Cuttack City Sector-5,Sports & Youth Development,AGY-SYNTH-0099,Cuttack Zilla Parishad Engineering Division (Demo) Unit-4,In Progress,1529745.34,1525377.03,1171156.64,1079138.41,80.7,2022-10-19,2022-12-16,2023-01-16,2023-02-14,2023-08-28,,20.476857,85.874351,False,,,,True
MPLAD-WRK-002296,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Azara Sector-13,Sports & Youth Development,AGY-SYNTH-0151,Kamrup Metropolitan Zilla Parishad Engineering Division (Demo) Unit-1,Work Order Issued,1305682.94,1320944.4,198141.66,99070.83,0.0,2023-03-09,2023-03-26,2023-05-07,2023-05-26,2024-01-24,,26.172021,91.696311,False,,,,True
MPLAD-WRK-002297,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Shirur Sector-2,Community Infrastructure & Halls,AGY-SYNTH-0218,Pune Irrigation & Flood Management Dept (Demo) Unit-3,In Progress,2166485.36,2171099.08,547043.37,490274.1,28.9,2024-05-31,2024-06-26,2024-07-30,2024-08-14,2025-04-09,,18.54601,73.794197,False,,,,True
MPLAD-WRK-002298,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Bilhaur Sector-4,Sports & Youth Development,AGY-SYNTH-0225,Kanpur Nagar Public Works Dept (Demo) Unit-5,Completed,2404004.6,2378264.24,2378264.24,2352926.31,100.0,2024-05-19,2024-06-23,2024-07-09,2024-08-02,2025-03-13,2025-05-03,26.396499,80.325901,False,,,,True
MPLAD-WRK-002299,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Vadakara Sector-1,Education Infrastructure,AGY-SYNTH-0012,Kozhikode Zilla Parishad Engineering Division (Demo) Unit-2,Sanctioned,1144777.52,1117540.66,0.0,0.0,0.0,2023-07-19,2023-08-13,2023-09-13,2023-10-09,2024-06-07,,11.319896,75.84409,False,,,,True
MPLAD-WRK-002300,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Ludhiana East Sector-3,Health & Sanitation,AGY-SYNTH-0111,Ludhiana Municipal Engineering Cell (Demo) Unit-1,Completed,1036772.25,1043159.34,1043159.34,1032388.26,100.0,2023-12-29,2024-01-19,2024-02-25,2024-03-09,2024-10-29,2024-12-27,30.911271,75.858221,False,,,,True
MPLAD-WRK-002301,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Vadakara Sector-2,"Roads, Pathways & Bridges",AGY-SYNTH-0180,Kozhikode Zilla Parishad Engineering Division (Demo) Unit-5,Sanctioned,3901418.8,3960210.83,0.0,0.0,0.0,2023-10-22,2023-11-10,2023-12-14,2024-01-04,2024-10-21,,11.213504,75.78158,False,,,,True
MPLAD-WRK-002302,Gujarat,Vadodara,Vadodara Parliamentary Constituency,MP-LOK-DEMO-028,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Savli Sector-2,Drinking Water,AGY-SYNTH-0042,Vadodara Water Supply & Sanitation Board (Demo) Unit-2,Stalled,957799.77,918273.99,392423.4,313938.72,17.2,2024-02-05,2024-03-17,2024-04-07,2024-04-30,2024-10-13,,22.242017,73.152114,False,,,,True
MPLAD-WRK-002303,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Anakapalli Sector-5,Drinking Water,AGY-SYNTH-0113,Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3,Work Order Issued,405874.48,405152.28,0.0,0.0,0.0,2024-05-13,2024-07-05,2024-08-19,2024-09-01,2024-12-26,,17.621444,83.186263,False,,,,True
MPLAD-WRK-002304,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Bengaluru South Sector-6,Drinking Water,AGY-SYNTH-0059,Bengaluru Urban Irrigation & Flood Management Dept (Demo) Unit-4,Sanctioned,459355.37,446410.87,0.0,0.0,0.0,2023-06-30,2023-08-17,2023-08-27,2023-09-17,2023-12-25,,13.039613,77.608493,False,,,,True
MPLAD-WRK-002305,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Jagraon Sector-9,Health & Sanitation,AGY-SYNTH-0111,Ludhiana Municipal Engineering Cell (Demo) Unit-1,Completed,1691438.34,1689663.35,1689663.35,1665033.82,100.0,2024-08-05,2024-09-11,2024-09-24,2024-10-13,2025-06-30,2025-07-11,30.851283,75.844667,False,,,,True
MPLAD-WRK-002306,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Nasirabad Sector-6,Sports & Youth Development,AGY-SYNTH-0061,Ajmer Zilla Parishad Engineering Division (Demo) Unit-1,Completed,1610001.37,1558292.9,1558292.9,1536232.17,100.0,2024-11-30,2025-01-23,2025-02-28,2025-03-14,2025-10-02,2025-11-08,26.393047,74.621288,False,,,,True
MPLAD-WRK-002307,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Kurseong Sector-15,Sports & Youth Development,AGY-SYNTH-0049,Darjeeling Water Supply & Sanitation Board (Demo) Unit-4,Work Order Issued,1865263.0,1875516.0,0.0,0.0,0.0,2023-10-18,2023-11-09,2023-12-18,2023-12-28,2024-08-26,,26.976338,88.246134,False,,,,True
MPLAD-WRK-002308,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Thamarassery Sector-14,Drinking Water,AGY-SYNTH-0041,Kozhikode Municipal Engineering Cell (Demo) Unit-1,Completed,428674.43,436908.48,436908.48,428098.2,100.0,2024-01-12,2024-02-07,2024-03-12,2024-04-04,2024-08-27,2024-08-15,11.186032,75.818406,False,,,,True
MPLAD-WRK-002309,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Velachery Sector-5,Sports & Youth Development,AGY-SYNTH-0004,Chennai Water Supply & Sanitation Board (Demo) Unit-4,Sanctioned,1073389.7,1085210.67,0.0,0.0,0.0,2022-10-11,2022-11-26,2022-12-29,2023-01-26,2023-08-19,,13.149557,80.208457,False,,,,True
MPLAD-WRK-002310,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Sahnewal Sector-11,Community Infrastructure & Halls,AGY-SYNTH-0093,Ludhiana State Renewable Energy Development Corp (Demo) Unit-3,In Progress,1379071.21,1403615.39,1319269.25,1160907.44,87.0,2025-01-03,2025-02-11,2025-03-09,2025-03-20,2025-11-09,,30.892202,75.877595,False,,,,True
MPLAD-WRK-002311,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Thane City Sector-11,Sports & Youth Development,AGY-SYNTH-0198,Thane Public Works Dept (Demo) Unit-3,In Progress,1726040.19,1749498.91,526448.51,504959.67,27.5,2024-11-01,2024-12-31,2025-02-01,2025-02-25,2025-11-19,,19.26713,72.964435,False,,,,True
MPLAD-WRK-002312,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Ghatampur Sector-11,Drinking Water,AGY-SYNTH-0177,Kanpur Nagar Zilla Parishad Engineering Division (Demo) Unit-2,In Progress,210782.53,205406.37,51466.13,47939.18,22.4,2024-10-10,2024-10-28,2024-12-04,2024-12-17,2025-07-10,,26.381983,80.288773,False,,,,True
