work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,latest_inspection_date,latest_inspection_rating,latest_inspector_designation,inspection_count,payment_count,progress_update_count,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-001420,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Salem South Sector-6,"Roads, Pathways & Bridges",AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,Stalled,1766712.47,1786116.28,1113654.59,890923.67,40.2,2024-08-25,2024-10-02,2024-11-12,2024-11-25,2025-08-06,,11.736091,78.182489,2024-12-30,Requires Rectification,Technical Auditor - State Quality Monitor (Demo),1,4,4,False,,,,True
MPLAD-WRK-001421,Gujarat,Ahmedabad,Ahmedabad East Parliamentary Constituency,MP-LOK-DEMO-026,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Bavla Sector-10,Education Infrastructure,AGY-SYNTH-0098,Ahmedabad State Renewable Energy Development Corp (Demo) Unit-3,Completed,1306057.85,1283938.96,1283938.96,1259340.34,100.0,2023-01-31,2023-03-02,2023-03-26,2023-04-15,2023-12-23,2023-12-29,22.984586,72.561166,2023-07-25,Excellent,Sub-Divisional Officer (Demo),2,3,6,False,,,,True
MPLAD-WRK-001422,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Nanjangud Sector-5,Education Infrastructure,AGY-SYNTH-0067,Mysuru Rural Development Agency (Demo) Unit-2,In Progress,1316756.73,1325833.67,265166.73,254805.52,15.3,2022-10-16,2022-11-25,2022-12-17,2023-01-08,2023-07-23,,12.352522,76.585627,2023-02-21,Good,Junior Engineer - Zilla Parishad (Demo),1,4,6,False,,,,True
MPLAD-WRK-001423,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Paravur Sector-10,Community Infrastructure & Halls,AGY-SYNTH-0106,Ernakulam Water Supply & Sanitation Board (Demo) Unit-1,Completed,1014415.21,995135.91,995135.91,982782.91,100.0,2023-12-31,2024-01-28,2024-02-24,2024-03-13,2024-10-18,2024-11-25,10.01031,76.252276,2024-06-05,Excellent,Sub-Divisional Officer (Demo),2,3,7,False,,,,True
MPLAD-WRK-001424,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Gajuwaka Sector-11,Education Infrastructure,AGY-SYNTH-0171,Visakhapatnam Public Works Dept (Demo) Unit-1,Completed,1741128.1,1705689.56,1705689.56,1664098.01,100.0,2024-03-10,2024-05-09,2024-05-19,2024-06-01,2025-02-26,2025-02-28,17.710707,83.210789,2024-11-03,Excellent,Sub-Divisional Officer (Demo),3,5,5,False,,,,True
MPLAD-WRK-001425,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Haveli Sector-10,Health & Sanitation,AGY-SYNTH-0030,Pune Rural Development Agency (Demo) Unit-5,In Progress,1166895.65,1166006.56,571692.96,489628.26,52.8,2023-10-13,2023-11-06,2023-11-28,2023-12-28,2024-07-09,,18.575198,73.868857,2024-02-12,Excellent,Sub-Divisional Officer (Demo),1,3,6,False,,,,True
MPLAD-WRK-001426,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,MP-LOK-DEMO-016,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Malihabad Sector-15,Irrigation & Flood Control,AGY-SYNTH-0090,Lucknow Rural Development Agency (Demo) Unit-5,In Progress,1749652.5,1758910.29,1458431.52,1361356.58,80.9,2023-07-20,2023-08-15,2023-09-04,2023-09-23,2024-04-26,,26.843876,80.951323,2023-11-08,Excellent,Executive Engineer - PWD (Demo),1,2,4,False,,,,True
MPLAD-WRK-001427,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Hanamkonda Sector-2,Drinking Water,AGY-SYNTH-0156,Warangal Rural Development Agency (Demo) Unit-1,In Progress,882071.71,863694.02,479733.01,443810.69,50.2,2024-05-24,2024-06-10,2024-06-21,2024-07-19,2024-12-30,,18.010788,79.535597,2024-08-27,Excellent,Junior Engineer - Zilla Parishad (Demo),1,2,3,False,,,,True
MPLAD-WRK-001428,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Secunderabad Sector-6,Drinking Water,AGY-SYNTH-0142,Hyderabad Public Works Dept (Demo) Unit-2,Sanctioned,995602.41,981096.27,0.0,0.0,0.0,2023-05-23,2023-06-24,2023-07-18,2023-08-01,2024-01-10,,17.413157,78.492847,,,,0,0,0,False,,,,True
MPLAD-WRK-001429,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Sherghati Sector-5,Sports & Youth Development,AGY-SYNTH-0129,Gaya Water Supply & Sanitation Board (Demo) Unit-4,Completed,872170.15,864882.69,864882.69,840275.39,100.0,2024-01-24,2024-03-10,2024-03-25,2024-04-22,2024-10-27,2024-12-09,24.806429,84.937719,2024-09-29,Good,Independent Quality Assessor (Demo),3,6,4,False,,,,True
MPLAD-WRK-001430,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Belthangady Sector-2,Sports & Youth Development,AGY-SYNTH-0096,Dakshina Kannada Water Supply & Sanitation Board (Demo) Unit-1,Work Order Issued,567594.63,545006.82,81751.02,40875.51,0.0,2022-11-24,2022-12-16,2023-01-28,2023-02-23,2023-10-10,,12.928711,74.915169,,,,0,1,1,False,,,,True
MPLAD-WRK-001431,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Sardarpura Sector-4,Education Infrastructure,AGY-SYNTH-0174,Jodhpur State Renewable Energy Development Corp (Demo) Unit-4,Stalled,907440.48,879765.17,528729.17,422983.34,36.1,2022-09-28,2022-10-26,2022-12-03,2022-12-21,2023-06-21,,26.297488,73.073166,2023-01-12,Requires Rectification,Independent Quality Assessor (Demo),1,4,2,False,,,,True
MPLAD-WRK-001432,West Bengal,Purba Medinipur,Tamluk Parliamentary Constituency,MP-LOK-DEMO-033,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Panskura Sector-8,Education Infrastructure,AGY-SYNTH-0233,Purba Medinipur State Renewable Energy Development Corp (Demo) Unit-3,Work Order Issued,1952997.68,1972742.36,0.0,0.0,0.0,2022-08-12,2022-09-24,2022-10-11,2022-11-01,2023-06-05,,21.945308,87.822265,,,,0,0,1,False,,,,True
MPLAD-WRK-001433,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Ramganj Mandi Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0076,Kota Zilla Parishad Engineering Division (Demo) Unit-1,Completed,2283356.72,2309593.36,2309593.36,2246776.1,100.0,2022-06-08,2022-06-23,2022-07-29,2022-08-26,2023-05-04,2023-06-22,25.278964,75.938571,2022-09-27,Good,District Planning Officer (Demo),1,4,5,False,,,,True
MPLAD-WRK-001434,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Vaijapur Sector-7,Education Infrastructure,AGY-SYNTH-0053,Aurangabad Rural Development Agency (Demo) Unit-3,Completed,1565134.08,1575018.37,1575018.37,1561992.49,100.0,2024-01-28,2024-03-21,2024-04-10,2024-04-20,2024-12-25,2025-01-01,19.85428,75.321906,2024-09-12,Satisfactory,District Planning Officer (Demo),3,5,6,False,,,,True
MPLAD-WRK-001435,Madhya Pradesh,Gwalior,Gwalior Parliamentary Constituency,MP-LOK-DEMO-039,Lok Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Gwalior Rural Sector-1,Sports & Youth Development,AGY-SYNTH-0217,Gwalior Water Supply & Sanitation Board (Demo) Unit-2,Completed,2390959.53,2292931.56,2292931.56,2268874.98,100.0,2023-03-20,2023-04-24,2023-05-25,2023-06-20,2024-01-25,2024-03-24,26.212805,78.122575,2023-11-26,Good,District Planning Officer (Demo),3,4,7,False,,,,True
MPLAD-WRK-001436,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Pindra Sector-12,Drinking Water,AGY-SYNTH-0175,Varanasi Water Supply & Sanitation Board (Demo) Unit-5,Completed,830028.96,839566.46,839566.46,825027.99,100.0,2022-05-14,2022-06-19,2022-07-18,2022-08-17,2022-12-23,2023-02-14,25.366838,82.962051,2022-10-02,Good,Technical Auditor - State Quality Monitor (Demo),1,5,5,False,,,,True
MPLAD-WRK-001437,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Mhow Sector-15,Sports & Youth Development,AGY-SYNTH-0046,Indore Water Supply & Sanitation Board (Demo) Unit-1,Completed,1694132.87,1653158.29,1653158.29,1605677.3,100.0,2022-07-29,2022-09-12,2022-10-20,2022-11-16,2023-05-14,2023-06-04,22.775759,75.868023,2022-12-12,Good,Independent Quality Assessor (Demo),1,6,4,False,,,,True
MPLAD-WRK-001438,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Bheemunipatnam Sector-15,Community Infrastructure & Halls,AGY-SYNTH-0224,Visakhapatnam Irrigation & Flood Management Dept (Demo) Unit-4,Sanctioned,2307736.61,2213028.93,0.0,0.0,0.0,2023-05-20,2023-07-15,2023-08-02,2023-09-01,2024-06-17,,17.61953,83.192144,,,,0,0,0,False,,,,True
MPLAD-WRK-001439,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Belthangady Sector-8,Drinking Water,AGY-SYNTH-0247,Dakshina Kannada State Sports Infrastructure Authority (Demo) Unit-2,Stalled,291342.33,292499.53,292499.53,286313.33,26.4,2024-05-02,2024-06-17,2024-06-24,2024-07-22,2025-02-04,,12.96662,74.807656,2024-10-01,Excellent,District Planning Officer (Demo),2,4,6,True,STALLED_WORK,Stalled project: Target completion date (2025-02-04) elapsed with progress stuck at 26.4% and no physical updates for over 200 days.,,True
MPLAD-WRK-001440,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Belagavi Rural Sector-7,Health & Sanitation,AGY-SYNTH-0215,Belagavi Zilla Parishad Engineering Division (Demo) Unit-5,Stalled,1413425.32,1347339.47,883487.59,706790.07,39.1,2022-04-07,2022-04-28,2022-06-09,2022-06-23,2023-03-11,,15.848104,74.568034,2022-08-04,Requires Rectification,District Planning Officer (Demo),1,3,4,False,,,,True
MPLAD-WRK-001441,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Depalpur Sector-11,Community Infrastructure & Halls,AGY-SYNTH-0189,Indore Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,1836948.51,1842210.56,465759.16,441294.6,23.0,2024-05-11,2024-06-04,2024-07-06,2024-07-22,2025-04-10,,22.690361,75.837718,2024-08-12,Satisfactory,Executive Engineer - PWD (Demo),1,2,4,False,,,,True
MPLAD-WRK-001442,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Agra North Sector-8,Health & Sanitation,AGY-SYNTH-0178,Agra Water Supply & Sanitation Board (Demo) Unit-3,Completed,429010.0,416902.46,416902.46,412181.87,100.0,2023-06-19,2023-08-15,2023-09-06,2023-09-27,2024-06-20,2024-08-15,27.239376,77.943009,2023-11-05,Satisfactory,District Planning Officer (Demo),1,6,5,False,,,,True
MPLAD-WRK-001443,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Warangal East Sector-1,Community Infrastructure & Halls,AGY-SYNTH-0255,Warangal Public Works Dept (Demo) Unit-5,Completed,2822995.5,2749113.91,2749113.91,2683154.65,100.0,2024-06-01,2024-07-12,2024-08-25,2024-09-16,2025-07-13,2025-06-25,17.964727,79.614035,2024-12-23,Good,Sub-Divisional Officer (Demo),2,5,5,False,,,,True
MPLAD-WRK-001444,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Anekal Sector-4",Education Infrastructure,AGY-SYNTH-0092,Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2,Stalled,1253311.33,1220693.81,1192695.02,1160954.34,41.1,2023-07-29,2023-09-20,2023-10-07,2023-11-02,2024-03-14,,13.00566,77.559405,2023-12-09,Excellent,Technical Auditor - State Quality Monitor (Demo),1,5,3,True,STALLED_WORK,Stalled project: Target completion date (2024-03-14) elapsed with progress stuck at 41.1% and no physical updates for over 200 days.,,True
MPLAD-WRK-001445,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Banki Sector-2,Community Infrastructure & Halls,AGY-SYNTH-0020,Cuttack Public Works Dept (Demo) Unit-5,Completed,1416000.46,1406718.28,1406718.28,1373776.49,100.0,2022-10-08,2022-11-08,2022-11-26,2022-12-18,2023-10-15,2023-10-03,20.422646,85.888061,2023-02-02,Satisfactory,Junior Engineer - Zilla Parishad (Demo),1,3,6,False,,,,True
MPLAD-WRK-001446,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Mahuva Sector-14,Sports & Youth Development,AGY-SYNTH-0006,Surat Water Supply & Sanitation Board (Demo) Unit-1,In Progress,972273.99,987895.28,687870.54,634705.02,70.8,2024-10-30,2024-12-19,2024-12-30,2025-01-16,2025-10-02,,21.202363,72.807649,2025-02-21,Excellent,Executive Engineer - PWD (Demo),1,3,3,False,,,,True
MPLAD-WRK-001447,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Ajnala Sector-4,Irrigation & Flood Control,AGY-SYNTH-0235,Amritsar Municipal Engineering Cell (Demo) Unit-5,Completed,633931.97,617310.77,617310.77,603701.33,100.0,2024-04-13,2024-04-30,2024-06-04,2024-06-30,2025-02-10,2025-02-01,31.704378,74.84735,2024-07-22,Good,Assistant Executive Engineer - Rural Works (Demo),1,4,7,False,,,,True
MPLAD-WRK-001448,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Nasirabad Sector-5 and Kishangarh Village-11,"Roads, Pathways & Bridges",AGY-SYNTH-0145,Ajmer Zilla Parishad Engineering Division (Demo) Unit-5,Completed,2017946.84,1964178.75,1964178.75,1962653.29,100.0,2022-04-07,2022-04-27,2022-05-15,2022-06-14,2023-02-27,2023-04-26,26.405571,74.584121,2022-09-29,Excellent,Executive Engineer - PWD (Demo),2,5,4,False,,,,True
MPLAD-WRK-001449,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Dispur Sector-7,Health & Sanitation,AGY-SYNTH-0151,Kamrup Metropolitan Zilla Parishad Engineering Division (Demo) Unit-1,Work Order Issued,3148946.01,3138353.95,470753.09,235376.55,0.0,2024-12-10,2025-01-25,2025-02-18,2025-03-10,2025-11-03,,26.130926,91.716002,,,,0,1,1,False,,,,True
MPLAD-WRK-001450,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Attur Sector-6,Education Infrastructure,AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,Completed,2203391.26,2118176.46,2118176.46,2091581.86,100.0,2023-06-29,2023-07-30,2023-08-21,2023-09-13,2024-06-12,2024-07-16,11.653229,78.166202,2024-02-10,Good,Assistant Executive Engineer - Rural Works (Demo),3,6,4,False,,,,True
MPLAD-WRK-001451,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Maval Sector-5,Health & Sanitation,AGY-SYNTH-0058,Pune Rural Development Agency (Demo) Unit-3,In Progress,2699602.9,2702056.18,2130546.11,2077092.6,75.2,2022-07-20,2022-09-02,2022-09-22,2022-10-06,2023-05-15,,18.576873,73.857516,2022-11-08,Satisfactory,Independent Quality Assessor (Demo),1,3,6,False,,,,True
MPLAD-WRK-001452,Gujarat,Rajkot,Rajkot Parliamentary Constituency,MP-LOK-DEMO-029,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Morbi Sector-3 to Dhoraji Village-9,Drinking Water,AGY-SYNTH-0234,Rajkot Rural Development Agency (Demo) Unit-4,In Progress,421590.31,404621.79,179639.66,173397.13,37.6,2022-05-30,2022-06-16,2022-07-18,2022-07-29,2022-11-19,,22.319215,70.793627,2022-08-19,Good,District Planning Officer (Demo),1,5,4,False,,,,True
MPLAD-WRK-001453,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Cuttack City Sector-5,Community Infrastructure & Halls,AGY-SYNTH-0162,Cuttack State Sports Infrastructure Authority (Demo) Unit-2,In Progress,3731152.69,3679936.38,1826417.02,1590585.69,45.8,2024-12-25,2025-02-14,2025-03-18,2025-03-30,2025-12-06,,20.455916,85.922985,2025-04-28,Good,Junior Engineer - Zilla Parishad (Demo),1,2,4,False,,,,True
MPLAD-WRK-001454,Bihar,Muzaffarpur,Muzaffarpur Parliamentary Constituency,MP-RAJ-DEMO-042,Rajya Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Muzaffarpur East Sector-15",Education Infrastructure,AGY-SYNTH-0259,Muzaffarpur Public Works Dept (Demo) Unit-4,Sanctioned,702734.14,695953.34,0.0,0.0,0.0,2025-01-21,2025-02-24,2025-03-14,2025-04-07,2026-01-24,,26.102908,85.412912,,,,0,0,0,False,,,,True
MPLAD-WRK-001455,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Coimbatore South Sector-13,Renewable & Solar Energy,AGY-SYNTH-0074,Coimbatore Rural Development Agency (Demo) Unit-4,Completed,744450.13,730196.32,730196.32,716988.59,100.0,2024-03-04,2024-04-14,2024-05-07,2024-05-31,2024-08-11,2024-08-21,11.085406,77.001568,2024-10-21,Satisfactory,District Planning Officer (Demo),3,3,4,False,,,,True
MPLAD-WRK-001456,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Bengaluru North Sector-13,"Roads, Pathways & Bridges",AGY-SYNTH-0059,Bengaluru Urban Irrigation & Flood Management Dept (Demo) Unit-4,Work Order Issued,1168515.44,1132163.17,169824.48,84912.24,0.0,2022-07-19,2022-08-08,2022-08-23,2022-09-06,2023-05-09,,13.018437,77.589712,,,,0,1,1,False,,,,True
MPLAD-WRK-001457,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Bidhannagar Sector-14,Renewable & Solar Energy,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,Completed,822330.22,823748.71,823748.71,817559.01,100.0,2023-03-20,2023-04-20,2023-05-20,2023-06-16,2023-09-03,2023-10-14,22.65108,88.419466,2023-10-03,Satisfactory,Technical Auditor - State Quality Monitor (Demo),2,3,7,False,,,,True
MPLAD-WRK-001458,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Athagarh Sector-3,Health & Sanitation,AGY-SYNTH-0036,Cuttack Public Works Dept (Demo) Unit-1,In Progress,1031841.16,1030866.4,418633.24,396921.97,31.0,2024-09-13,2024-09-29,2024-11-10,2024-12-03,2025-08-30,,20.422087,85.87372,2025-01-05,Excellent,Executive Engineer - PWD (Demo),1,4,5,False,,,,True
MPLAD-WRK-001459,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),Installation of Solar Water Pumping System for Community Agriculture at Amberpet Sector-15,Renewable & Solar Energy,AGY-SYNTH-0107,Hyderabad State Renewable Energy Development Corp (Demo) Unit-2,In Progress,1630508.86,1649613.51,329922.7,301474.04,21.3,2024-10-24,2024-12-16,2024-12-29,2025-01-16,2025-04-22,,17.444093,78.414384,2025-02-18,Good,Independent Quality Assessor (Demo),1,3,6,False,,,,True
